sn,model,product_id,location,start_time,end_time,source,type,unit,value
"8899095979","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","14.733432353179305"
"8899095979","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","35.03565914813328"
"8899096080","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","DE-1","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","18.695501335592823"
"8899096080","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","DE-1","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","47.015919221336"
"8899096591","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","38.74279431503797"
"8899096591","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","30.47946166025462"
"8899096811","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","WA-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","49.68913478071082"
"8899096811","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","WA-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","33.6899448031769"
"8899097024","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","16.252760336793205"
"8899097024","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","61.13076204460365"
"8899097052","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","2.1866380009303423"
"8899097052","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","103.46557665696963"
"8899097126","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-02","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","81.47699893020956"
"8899097126","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-02","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","33.59254387523805"
"8899097144","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","3.2868248185345026"
"8899097144","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","118.54609442375278"
"8899097668","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","79.94254526680861"
"8899097668","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","122.95221239862784"
"8899097928","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-02","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","42.37105174510997"
"8899097928","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-02","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","102.1632606634319"
"8899097974","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","73.71415721106207"
"8899097974","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","84.28446729301578"
"8899098241","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","17.30618419062956"
"8899098241","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","75.4354342295405"
"8899098536","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","1.2793395671246899"
"8899098536","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","65.62689697966606"
"8899098762","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","5.683096383158839"
"8899098762","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","40.30187815434809"
"8899098929","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","42.354260441463964"
"8899098929","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","26.986121206308276"
"8899098961","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","18.073632129950827"
"8899098961","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","54.9898556794482"
"8899099452","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","14.794334958958052"
"8899099452","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","39.29228469247285"
"8899099892","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","DE-1","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","3.65017226516506"
"8899099892","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","DE-1","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","25.571581308164536"
"8899099902","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server cpu utilization","%","65.18754867491954"
"8899099902","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 09:00:00","2023-02-27 10:00:00","iLo","server power","W","9.64263102729866"
"8899000245","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","14.82331641363523"
"8899000245","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","38.49813352304002"
"8899000453","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","84.29039851396587"
"8899000453","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","11.086803677279224"
"8899000710","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","28.158217116295877"
"8899000710","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","22.301318571507306"
"8899000929","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","54.85032008840943"
"8899000929","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","57.85316039292449"
"8899001577","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","36.15572281092306"
"8899001577","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","28.859068785994097"
"8899002035","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","62.027583355556146"
"8899002035","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","45.06175595919177"
"8899002110","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","72.10947777426556"
"8899002110","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","74.41507567987196"
"8899002376","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","62.47026851923909"
"8899002376","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","31.740143413594954"
"8899003032","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","22.545438986864276"
"8899003032","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","15.081240496384268"
"8899003606","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","87.89853213538848"
"8899003606","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","10.552146451210637"
"8899003655","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","17.196744009199723"
"8899003655","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","223.4136096256351"
"8899003680","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","32.37207914524993"
"8899003680","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","143.44538996076338"
"8899004066","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","18.21937661576536"
"8899004066","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","254.67060107148035"
"8899004084","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","11.225490693753933"
"8899004084","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","49.023608618654215"
"8899004110","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","16.729402452877117"
"8899004110","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","84.62761758934418"
"8899004294","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","45.19424171773583"
"8899004294","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","140.13348732612408"
"8899004320","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","69.18069838294309"
"8899004320","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","143.57232515317676"
"8899004350","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","42.51573473273677"
"8899004350","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","78.52917841601398"
"8899004460","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","94.64665783910236"
"8899004460","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","148.01657331362753"
"8899004949","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","32.9417153571131"
"8899004949","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","95.39758197390418"
"8899005270","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","58.14837512051416"
"8899005270","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","120.64824835878058"
"8899005401","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","3.663601680580434"
"8899005401","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","73.24062003131039"
"8899005412","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","43.84415043607451"
"8899005412","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","82.4005646357314"
"8899005459","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","15.881976861479222"
"8899005459","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","13.267430805896277"
"8899005496","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","21.080199075182946"
"8899005496","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","121.69776873702597"
"8899005638","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","8.393265448602211"
"8899005638","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","113.54121652281405"
"8899005665","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","34.499563214951095"
"8899005665","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","50.91756997884194"
"8899005905","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","17.353907138424436"
"8899005905","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","164.4196754238614"
"8899006275","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","37.34641765182521"
"8899006275","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","112.96679834205815"
"8899006322","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","53.96910879154901"
"8899006322","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","222.9291685910265"
"8899006372","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","42.769870521214294"
"8899006372","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","232.04503192846778"
"8899006909","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","5.435640994793651"
"8899006909","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","34.27914928977358"
"8899007204","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","22.74960342858676"
"8899007204","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","194.5607563700901"
"8899007489","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","13.72735216601923"
"8899007489","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","80.6450790214923"
"8899007598","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","1.9533152463737213"
"8899007598","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","232.43209501552212"
"8899007613","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","55.06164658699688"
"8899007613","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","57.39969049054191"
"8899007730","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","66.32035266755157"
"8899007730","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","26.527112891554626"
"8899007856","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","58.670207732047466"
"8899007856","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","150.38974274657426"
"8899007973","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","25.65439972692505"
"8899007973","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","5.2475105983315755"
"8899008033","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","77.72132660674893"
"8899008033","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","168.24056382017224"
"8899008113","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","6.391159190421729"
"8899008113","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","103.0698682654346"
"8899008530","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","17.37864944557162"
"8899008530","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","141.11489663857847"
"8899009327","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","29.1554944657617"
"8899009327","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","150.60072495848888"
"8899009703","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","75.71355418202317"
"8899009703","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","28.863818321578165"
"8899010315","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","5.185517274119313"
"8899010315","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","230.35814855954567"
"8899011215","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","65.58775686789019"
"8899011215","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","179.65016660272383"
"8899012102","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","84.31481525402396"
"8899012102","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","72.01663061790556"
"8899012562","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","77.12712480619716"
"8899012562","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","24.434970022280464"
"8899012692","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","3.758592066298842"
"8899012692","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","224.97735508367825"
"8899012982","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","10.122472725371475"
"8899012982","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","WA-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","89.82310541668514"
"8899013026","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","23.060073243235255"
"8899013026","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","86.39516706727332"
"8899013134","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","13.414942243465907"
"8899013134","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","112.99078748863907"
"8899013233","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","34.98140429961062"
"8899013233","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","32.92273754089203"
"8899014168","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","31.639580342834716"
"8899014168","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","43.22031776961413"
"8899014908","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","53.63916020226645"
"8899014908","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","41.124425255955295"
"8899015288","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","39.434333992990275"
"8899015288","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","DE-1","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","51.78358996095685"
"8899015452","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","4.254939128704122"
"8899015452","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-02","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server power","W","25.819079351103653"
"8899015500","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 10:00:00","2023-02-27 11:00:00","iLo","server cpu utilization","%","14.326392862556128"
